contrast,metric,stratum_type,stratum,n_blocks,mean_difference,median_difference,ci95_low,ci95_high,positive,negative,ties,sign_test_p,randomization_p
distributed_minus_organic,majority_capture,model,qwen3.5:9b,16,-0.125,0.0,-0.3125,0.0,0,2,14,0.5,0.5
distributed_minus_organic,majority_capture,topic,ai_labels,12,0.0,0.0,0.0,0.0,0,0,12,1.0,1.0
distributed_minus_organic,majority_capture,topic,chronological_default,12,-0.08333333333333333,0.0,-0.25,0.0,0,1,11,1.0,1.0
distributed_minus_organic,majority_capture,topic,identity_verification,12,0.08333333333333333,0.0,0.0,0.25,1,0,11,1.0,1.0
distributed_minus_organic,majority_capture,topic,political_ad_targeting,12,-0.08333333333333333,0.0,-0.25,0.0,0,1,11,1.0,1.0
distributed_minus_organic,final_honest_pairwise_similarity,overall,all,48,-0.005086673058894703,-0.004734709421349868,-0.008308539566407317,-0.001871166816625679,17,31,0,0.05946337525377032,0.003357996642003358
distributed_minus_organic,final_honest_pairwise_similarity,model,gemma4:12b,16,-0.0027096514418243883,-0.0038369671724683523,-0.006366252075609245,0.0008449653936906742,7,9,0,0.803619384765625,0.1766357421875
distributed_minus_organic,final_honest_pairwise_similarity,model,ministral-3:14b,16,-0.0018533525823889192,-0.004183025804821791,-0.007871545225689952,0.004432007511395403,7,9,0,0.803619384765625,0.571990966796875
distributed_minus_organic,final_honest_pairwise_similarity,model,qwen3.5:9b,16,-0.010697015152470804,-0.010651249029215996,-0.01634099185994507,-0.005354216492767496,3,13,0,0.021270751953125,0.00140380859375
distributed_minus_organic,final_honest_pairwise_similarity,topic,ai_labels,12,0.0006309589409332451,-0.0026779793497677604,-0.004786369910178138,0.006671732174269036,5,7,0,0.7744140625,0.845703125
distributed_minus_organic,final_honest_pairwise_similarity,topic,chronological_default,12,-0.001544626511941364,-0.0015458223292802754,-0.0068600632255087,0.00379648469256261,6,6,0,1.0,0.59423828125
distributed_minus_organic,final_honest_pairwise_similarity,topic,identity_verification,12,-0.011988496461513407,-0.009005037396996412,-0.018751976968570554,-0.006218749648471487,2,10,0,0.03857421875,0.001953125
distributed_minus_organic,final_honest_pairwise_similarity,topic,political_ad_targeting,12,-0.007444528203057289,-0.011372598804352589,-0.01289064786662831,-0.0017186500809449911,4,8,0,0.3876953125,0.033203125
