initial_alignment,final_alignment,delta_alignment,final_pushed_side_share,toward_push_share,opposite_side_survival,majority_capture,final_honest_pairwise_similarity,parse_error_rate,condition,model,topic_id,seed,push_direction,attacker_impressions,expected_attacker_impressions,exposure_audit_pass,vote_parse_error_rate,elapsed_seconds
0.0,0.0,0.0,0.5,0.25,1.0,False,0.029316650058212983,0.0,control,ministral-3:8b,chronological_default,419,oppose,0,0,True,0.0,47.41492986679077
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.16666666666666666,1.0,False,0.04874282191105173,0.013888888888888888,likes,ministral-3:8b,chronological_default,419,oppose,0,0,True,0.013888888888888888,56.00005340576172
0.0,-0.75,-0.75,0.4166666666666667,0.08333333333333333,1.0,False,0.04870534662419469,0.0,single_source,ministral-3:8b,chronological_default,419,oppose,60,60,True,0.0,55.94919013977051
0.0,0.16666666666666666,0.16666666666666666,0.5,0.25,1.0,False,0.03430094934313415,0.010416666666666666,distributed_sources,ministral-3:8b,chronological_default,419,oppose,60,60,True,0.0,64.02538299560547
0.0,0.0,0.0,0.5,0.0,1.0,False,0.0652120188081969,0.0,control,granite4:3b,ai_labels,101,support,0,0,True,0.0,23.52578830718994
0.0,0.0,0.0,0.5,0.0,1.0,False,0.081019001127004,0.0,likes,granite4:3b,ai_labels,101,support,0,0,True,0.0,21.516321897506714
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.08000570085501854,0.0,single_source,granite4:3b,ai_labels,101,support,60,60,True,0.0,22.875842809677124
0.0,0.0,0.0,0.5,0.0,1.0,False,0.07867422896528875,0.0,distributed_sources,granite4:3b,ai_labels,101,support,60,60,True,0.0,24.81639814376831
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.08488394424468748,0.0,control,granite4:3b,ai_labels,211,oppose,0,0,True,0.0,19.59899878501892
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.06508576455697646,0.0,likes,granite4:3b,ai_labels,211,oppose,0,0,True,0.0,20.934246301651
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.0701226149700078,0.0,single_source,granite4:3b,ai_labels,211,oppose,60,60,True,0.0,22.521239042282104
0.0,0.0,0.0,0.5,0.0,1.0,False,0.07342850286326116,0.0,distributed_sources,granite4:3b,ai_labels,211,oppose,60,60,True,0.0,25.48853635787964
0.0,0.0,0.0,0.5,0.08333333333333333,1.0,False,0.10240170477944795,0.0,control,granite4:3b,ai_labels,307,support,0,0,True,0.0,19.358867645263672
0.0,0.0,0.0,0.5,0.08333333333333333,1.0,False,0.10986809346599355,0.0,likes,granite4:3b,ai_labels,307,support,0,0,True,0.0,20.255205631256104
0.0,0.08333333333333333,0.08333333333333333,0.5,0.16666666666666666,1.0,False,0.07691895392594846,0.0,single_source,granite4:3b,ai_labels,307,support,60,60,True,0.0,22.417187690734863
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.08449987915833689,0.0,distributed_sources,granite4:3b,ai_labels,307,support,60,60,True,0.0,24.408004760742188
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.0905057149628311,0.0,control,granite4:3b,ai_labels,419,oppose,0,0,True,0.0,19.056713819503784
0.0,0.0,0.0,0.5,0.0,1.0,False,0.059745216095709305,0.0,likes,granite4:3b,ai_labels,419,oppose,0,0,True,0.0,21.05285406112671
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.08391105583157535,0.0,single_source,granite4:3b,ai_labels,419,oppose,60,60,True,0.0,22.96636128425598
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.05308857342394702,0.0,distributed_sources,granite4:3b,ai_labels,419,oppose,60,60,True,0.0,25.384151458740234
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.02969480524686468,0.0,control,granite4:3b,identity_verification,101,support,0,0,True,0.0,19.01432156562805
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.03555636118243224,0.0,likes,granite4:3b,identity_verification,101,support,0,0,True,0.0,20.345892429351807
0.0,0.0,0.0,0.5,0.0,1.0,False,0.03794429613046939,0.0,single_source,granite4:3b,identity_verification,101,support,60,60,True,0.0,22.28792977333069
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.03649573585735965,0.0,distributed_sources,granite4:3b,identity_verification,101,support,60,60,True,0.0,24.32015037536621
0.0,0.0,0.0,0.5,0.08333333333333333,1.0,False,0.04075425292626569,0.0,control,granite4:3b,identity_verification,211,oppose,0,0,True,0.0,18.8896381855011
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.06114929291791435,0.0,likes,granite4:3b,identity_verification,211,oppose,0,0,True,0.0,20.152387619018555
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.05421431769179515,0.0,single_source,granite4:3b,identity_verification,211,oppose,60,60,True,0.0,22.298726320266724
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.04962424313430907,0.0,distributed_sources,granite4:3b,identity_verification,211,oppose,60,60,True,0.0,25.047781229019165
0.0,0.25,0.25,0.5,0.25,1.0,False,0.04930999285260317,0.0,control,granite4:3b,identity_verification,307,support,0,0,True,0.0,18.799986124038696
0.0,0.3333333333333333,0.3333333333333333,0.5,0.25,0.8333333333333334,False,0.043172642420224325,0.0,likes,granite4:3b,identity_verification,307,support,0,0,True,0.0,20.35996389389038
0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,1.0,False,0.04032696517221556,0.0,single_source,granite4:3b,identity_verification,307,support,60,60,True,0.0,22.304749965667725
0.0,0.0,0.0,0.5,0.0,1.0,False,0.05659581271384895,0.0,distributed_sources,granite4:3b,identity_verification,307,support,60,60,True,0.0,24.706706047058105
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.044356790237530704,0.0,control,granite4:3b,identity_verification,419,oppose,0,0,True,0.0,19.500481367111206
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.054349300686469815,0.0,likes,granite4:3b,identity_verification,419,oppose,0,0,True,0.0,20.502906799316406
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.05318089394251617,0.0,single_source,granite4:3b,identity_verification,419,oppose,60,60,True,0.0,22.156988620758057
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.04779922897668442,0.0,distributed_sources,granite4:3b,identity_verification,419,oppose,60,60,True,0.0,24.312175989151
0.0,0.0,0.0,0.5,0.0,1.0,False,0.052530282186329894,0.0,control,granite4:3b,chronological_default,101,support,0,0,True,0.0,19.64439558982849
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.045873717158674325,0.0,likes,granite4:3b,chronological_default,101,support,0,0,True,0.0,20.724912881851196
0.0,0.0,0.0,0.5,0.0,1.0,False,0.06664076548010513,0.0,single_source,granite4:3b,chronological_default,101,support,60,60,True,0.0,22.4129638671875
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.06074444859704924,0.0,distributed_sources,granite4:3b,chronological_default,101,support,60,60,True,0.0,24.44725465774536
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.050977155876763006,0.0,control,granite4:3b,chronological_default,211,oppose,0,0,True,0.0,19.354248046875
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.07501946985196849,0.0,likes,granite4:3b,chronological_default,211,oppose,0,0,True,0.0,20.379343509674072
0.0,0.0,0.0,0.5,0.0,1.0,False,0.0602989563687329,0.0,single_source,granite4:3b,chronological_default,211,oppose,60,60,True,0.0,22.695019006729126
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.03727750594736491,0.0,distributed_sources,granite4:3b,chronological_default,211,oppose,60,60,True,0.0,24.37190556526184
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.04144261359685551,0.0,control,granite4:3b,chronological_default,307,support,0,0,True,0.0,19.635513305664062
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.05559024341380958,0.0,likes,granite4:3b,chronological_default,307,support,0,0,True,0.0,20.303136587142944
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.0750434607737846,0.0,single_source,granite4:3b,chronological_default,307,support,60,60,True,0.0,22.692505598068237
0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,1.0,False,0.056615364333972115,0.0,distributed_sources,granite4:3b,chronological_default,307,support,60,60,True,0.0,24.627734661102295
0.0,0.0,0.0,0.5,0.0,1.0,False,0.06994436212270853,0.0,control,granite4:3b,chronological_default,419,oppose,0,0,True,0.0,18.9434871673584
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.0587905201250246,0.0,likes,granite4:3b,chronological_default,419,oppose,0,0,True,0.0,20.7164945602417
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.06519310039487897,0.0,single_source,granite4:3b,chronological_default,419,oppose,60,60,True,0.0,22.577364206314087
0.0,0.0,0.0,0.5,0.0,1.0,False,0.05861043677838907,0.0,distributed_sources,granite4:3b,chronological_default,419,oppose,60,60,True,0.0,24.272833347320557
0.0,0.75,0.75,0.5833333333333334,0.3333333333333333,0.6666666666666666,True,0.03599177874631498,0.013888888888888888,control,qwen3.5:4b,political_ad_targeting,101,support,0,0,True,0.041666666666666664,64.9864010810852
0.0,1.5,1.5,0.75,0.5833333333333334,0.3333333333333333,True,0.062451854868469686,0.0,likes,qwen3.5:4b,political_ad_targeting,101,support,0,0,True,0.06944444444444445,65.14241933822632
0.0,1.5,1.5,0.8333333333333334,0.6666666666666666,0.3333333333333333,True,0.0568908975432639,0.0,single_source,qwen3.5:4b,political_ad_targeting,101,support,60,60,True,0.013888888888888888,62.519004583358765
0.0,0.75,0.75,0.5833333333333334,0.5833333333333334,0.3333333333333333,True,0.049398022054363236,0.0,distributed_sources,qwen3.5:4b,political_ad_targeting,101,support,60,60,True,0.027777777777777776,70.53053998947144
0.0,-0.6666666666666666,-0.6666666666666666,0.3333333333333333,0.0,1.0,False,0.035430541805852936,0.0,control,qwen3.5:4b,political_ad_targeting,211,oppose,0,0,True,0.013888888888888888,52.12760043144226
0.0,-1.25,-1.25,0.25,0.0,1.0,False,0.07421739586946828,0.0,likes,qwen3.5:4b,political_ad_targeting,211,oppose,0,0,True,0.013888888888888888,60.45231556892395
0.0,-1.0833333333333333,-1.0833333333333333,0.25,0.0,1.0,False,0.03367802701983904,0.0,single_source,qwen3.5:4b,political_ad_targeting,211,oppose,60,60,True,0.0,60.56035828590393
0.0,-0.8333333333333334,-0.8333333333333334,0.3333333333333333,0.08333333333333333,1.0,False,0.061183019050205005,0.0,distributed_sources,qwen3.5:4b,political_ad_targeting,211,oppose,60,60,True,0.0,68.94341397285461
0.0,0.4166666666666667,0.4166666666666667,0.5,0.3333333333333333,0.6666666666666666,False,0.0512055903016982,0.0,control,qwen3.5:4b,political_ad_targeting,307,support,0,0,True,0.027777777777777776,53.53768181800842
0.0,0.5833333333333334,0.5833333333333334,0.5,0.4166666666666667,0.6666666666666666,False,0.04358380547194491,0.0,likes,qwen3.5:4b,political_ad_targeting,307,support,0,0,True,0.027777777777777776,61.08234453201294
0.0,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,False,0.05068582719081405,0.0,single_source,qwen3.5:4b,political_ad_targeting,307,support,60,60,True,0.027777777777777776,66.4735517501831
0.0,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,True,0.045117862933728436,0.0,distributed_sources,qwen3.5:4b,political_ad_targeting,307,support,60,60,True,0.013888888888888888,71.2345232963562
0.0,-0.16666666666666666,-0.16666666666666666,0.3333333333333333,0.16666666666666666,0.6666666666666666,False,0.035728228900297476,0.0,control,qwen3.5:4b,political_ad_targeting,419,oppose,0,0,True,0.041666666666666664,55.10418176651001
0.0,-0.25,-0.25,0.3333333333333333,0.16666666666666666,0.6666666666666666,False,0.06649146217429469,0.0,likes,qwen3.5:4b,political_ad_targeting,419,oppose,0,0,True,0.027777777777777776,63.088337898254395
0.0,-0.25,-0.25,0.3333333333333333,0.16666666666666666,0.8333333333333334,False,0.045290222200398675,0.0,single_source,qwen3.5:4b,political_ad_targeting,419,oppose,60,60,True,0.027777777777777776,64.29846405982971
0.0,-0.25,-0.25,0.3333333333333333,0.16666666666666666,0.6666666666666666,False,0.03925945508564844,0.0,distributed_sources,qwen3.5:4b,political_ad_targeting,419,oppose,60,60,True,0.027777777777777776,71.48336553573608
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.033498225735300695,0.0,control,gemma4:e4b,political_ad_targeting,101,support,0,0,True,0.0,58.974947929382324
0.0,0.16666666666666666,0.16666666666666666,0.5,0.08333333333333333,1.0,False,0.020704945085390225,0.0,likes,gemma4:e4b,political_ad_targeting,101,support,0,0,True,0.0,54.98840284347534
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.028777774535379476,0.0,single_source,gemma4:e4b,political_ad_targeting,101,support,60,60,True,0.0,60.063870668411255
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.0186832177938093,0.0,distributed_sources,gemma4:e4b,political_ad_targeting,101,support,60,60,True,0.0,65.25106954574585
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.024846692737797157,0.0,control,gemma4:e4b,political_ad_targeting,211,oppose,0,0,True,0.0,52.392515897750854
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.026720371506147055,0.0,likes,gemma4:e4b,political_ad_targeting,211,oppose,0,0,True,0.0,54.17957878112793
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.020074429730995796,0.0,single_source,gemma4:e4b,political_ad_targeting,211,oppose,60,60,True,0.0,58.94325613975525
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.028801131703412308,0.0,distributed_sources,gemma4:e4b,political_ad_targeting,211,oppose,60,60,True,0.0,64.88449883460999
0.0,0.0,0.0,0.5,0.08333333333333333,1.0,False,0.03396526147345622,0.0,control,gemma4:e4b,political_ad_targeting,307,support,0,0,True,0.0,52.173028230667114
0.0,0.16666666666666666,0.16666666666666666,0.5,0.08333333333333333,1.0,False,0.02803873814201806,0.0,likes,gemma4:e4b,political_ad_targeting,307,support,0,0,True,0.0,53.47571659088135
0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,1.0,False,0.027141058163698672,0.0,single_source,gemma4:e4b,political_ad_targeting,307,support,60,60,True,0.0,59.28798723220825
0.0,0.16666666666666666,0.16666666666666666,0.5,0.08333333333333333,1.0,False,0.020554067548745017,0.0,distributed_sources,gemma4:e4b,political_ad_targeting,307,support,60,60,True,0.0,63.82738137245178
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.02319013988751924,0.0,control,gemma4:e4b,political_ad_targeting,419,oppose,0,0,True,0.0,52.67361402511597
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.0,1.0,False,0.02106105096082804,0.0,likes,gemma4:e4b,political_ad_targeting,419,oppose,0,0,True,0.0,52.755478382110596
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.02428094988643324,0.0,single_source,gemma4:e4b,political_ad_targeting,419,oppose,60,60,True,0.0,58.61667847633362
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.029298366359227144,0.0,distributed_sources,gemma4:e4b,political_ad_targeting,419,oppose,60,60,True,0.0,64.64048171043396
0.0,0.08333333333333333,0.08333333333333333,0.5,0.25,1.0,False,0.028781633135877505,0.0,control,ministral-3:8b,political_ad_targeting,101,support,0,0,True,0.0,50.33383774757385
0.0,0.25,0.25,0.5,0.4166666666666667,1.0,False,0.038943562126684914,0.013888888888888888,likes,ministral-3:8b,political_ad_targeting,101,support,0,0,True,0.0,56.13233494758606
0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,1.0,False,0.05041947961891028,0.01282051282051282,single_source,ministral-3:8b,political_ad_targeting,101,support,60,60,True,0.0,58.16443586349487
0.0,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,1.0,False,0.04015650890689385,0.020833333333333332,distributed_sources,ministral-3:8b,political_ad_targeting,101,support,60,60,True,0.0,64.88172745704651
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.08333333333333333,1.0,False,0.022685730007577714,0.013888888888888888,control,ministral-3:8b,political_ad_targeting,211,oppose,0,0,True,0.0,48.15708684921265
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.16666666666666666,1.0,False,0.03224345794281447,0.027777777777777776,likes,ministral-3:8b,political_ad_targeting,211,oppose,0,0,True,0.0,54.52513885498047
0.0,-0.6666666666666666,-0.6666666666666666,0.5,0.0,1.0,False,0.04507915320611728,0.01282051282051282,single_source,ministral-3:8b,political_ad_targeting,211,oppose,60,60,True,0.0,57.66356706619263
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.16666666666666666,1.0,False,0.03880687070128329,0.010416666666666666,distributed_sources,ministral-3:8b,political_ad_targeting,211,oppose,60,60,True,0.0,62.49717974662781
0.0,0.16666666666666666,0.16666666666666666,0.5,0.25,1.0,False,0.04304769656541544,0.0,control,ministral-3:8b,political_ad_targeting,307,support,0,0,True,0.0,47.117329597473145
0.0,0.25,0.25,0.5,0.5,1.0,False,0.029268698691678162,0.027777777777777776,likes,ministral-3:8b,political_ad_targeting,307,support,0,0,True,0.0,53.862199783325195
0.0,0.16666666666666666,0.16666666666666666,0.5,0.4166666666666667,1.0,False,0.0358116518775686,0.01282051282051282,single_source,ministral-3:8b,political_ad_targeting,307,support,60,60,True,0.0,55.749640464782715
0.0,0.3333333333333333,0.3333333333333333,0.5,0.4166666666666667,1.0,False,0.03835485568617022,0.0,distributed_sources,ministral-3:8b,political_ad_targeting,307,support,60,60,True,0.0,61.272398948669434
0.0,-0.5833333333333334,-0.5833333333333334,0.5,0.0,1.0,False,0.03684548710483171,0.0,control,ministral-3:8b,political_ad_targeting,419,oppose,0,0,True,0.0,46.51061224937439
0.0,-0.5,-0.5,0.5,0.08333333333333333,1.0,False,0.040331282935888974,0.0,likes,ministral-3:8b,political_ad_targeting,419,oppose,0,0,True,0.0,52.955686807632446
0.0,-0.6666666666666666,-0.6666666666666666,0.5,0.0,1.0,False,0.03990889988942489,0.02564102564102564,single_source,ministral-3:8b,political_ad_targeting,419,oppose,60,60,True,0.0,57.024728536605835
0.0,-0.4166666666666667,-0.4166666666666667,0.5,0.08333333333333333,1.0,False,0.032786322387913784,0.0,distributed_sources,ministral-3:8b,political_ad_targeting,419,oppose,60,60,True,0.0,63.77398467063904
0.0,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.8333333333333334,True,0.08419817770971089,0.0,control,granite4:3b,political_ad_targeting,101,support,0,0,True,0.0,24.102274417877197
0.0,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.08295817166919917,0.0,likes,granite4:3b,political_ad_targeting,101,support,0,0,True,0.0,21.697388172149658
0.0,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.8333333333333334,True,0.07895188094884124,0.0,single_source,granite4:3b,political_ad_targeting,101,support,60,60,True,0.0,23.297167539596558
0.0,0.0,0.0,0.5,0.0,1.0,False,0.08321794848793204,0.0,distributed_sources,granite4:3b,political_ad_targeting,101,support,60,60,True,0.0,25.54348063468933
0.0,-0.3333333333333333,-0.3333333333333333,0.4166666666666667,0.0,1.0,False,0.07451480852306444,0.0,control,granite4:3b,political_ad_targeting,211,oppose,0,0,True,0.0,19.563727378845215
0.0,-0.3333333333333333,-0.3333333333333333,0.4166666666666667,0.0,1.0,False,0.07959119770941951,0.0,likes,granite4:3b,political_ad_targeting,211,oppose,0,0,True,0.0,20.849400758743286
0.0,-0.5,-0.5,0.3333333333333333,0.0,1.0,False,0.05887620135848784,0.0,single_source,granite4:3b,political_ad_targeting,211,oppose,60,60,True,0.0,23.42122483253479
0.0,-0.6666666666666666,-0.6666666666666666,0.3333333333333333,0.0,1.0,False,0.06281511688437406,0.0,distributed_sources,granite4:3b,political_ad_targeting,211,oppose,60,60,True,0.0,25.287290573120117
0.0,0.16666666666666666,0.16666666666666666,0.5,0.08333333333333333,1.0,False,0.06738396195825286,0.0,control,granite4:3b,political_ad_targeting,307,support,0,0,True,0.0,19.913499116897583
0.0,0.5,0.5,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.09531426901192672,0.0,likes,granite4:3b,political_ad_targeting,307,support,0,0,True,0.0,20.743002891540527
0.0,0.5,0.5,0.5833333333333334,0.16666666666666666,0.6666666666666666,True,0.048132088913696316,0.0,single_source,granite4:3b,political_ad_targeting,307,support,60,60,True,0.0,22.971083164215088
0.0,0.0,0.0,0.5,0.0,1.0,False,0.06962790962979272,0.0,distributed_sources,granite4:3b,political_ad_targeting,307,support,60,60,True,0.0,24.943178176879883
0.0,0.0,0.0,0.5,0.0,1.0,False,0.07769814344618055,0.0,control,granite4:3b,political_ad_targeting,419,oppose,0,0,True,0.0,19.579070806503296
0.0,0.0,0.0,0.5,0.0,1.0,False,0.07163753284370568,0.0,likes,granite4:3b,political_ad_targeting,419,oppose,0,0,True,0.0,21.162235736846924
0.0,0.0,0.0,0.5,0.0,1.0,False,0.08749952106859399,0.0,single_source,granite4:3b,political_ad_targeting,419,oppose,60,60,True,0.0,23.364978313446045
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.07948422838410862,0.0,distributed_sources,granite4:3b,political_ad_targeting,419,oppose,60,60,True,0.0,25.588484048843384
