contrast,metric,stratum_type,stratum,n_blocks,mean_difference,median_difference,ci95_low,ci95_high,positive,negative,ties,sign_test_p,randomization_p
distributed_minus_organic,final_pushed_side_share,topic,ai_labels,16,-0.010416666666666657,0.0,-0.041666666666666644,0.015625000000000007,2,3,11,1.0,0.75
distributed_minus_organic,final_pushed_side_share,topic,chronological_default,16,0.03645833333333333,0.0,0.0,0.08333333333333331,3,0,13,0.25,0.25
distributed_minus_organic,final_pushed_side_share,topic,identity_verification,16,0.031249999999999997,0.0,-0.010416666666666671,0.08333333333333333,4,2,10,0.6875,0.375
distributed_minus_organic,final_pushed_side_share,topic,political_ad_targeting,16,-0.010416666666666675,0.0,-0.046875,0.026041666666666654,2,4,10,0.6875,0.78125
distributed_minus_organic,toward_push_share,overall,all,64,-0.010416666666666666,0.0,-0.029947916666666664,0.007812500000000003,13,17,34,0.584664711728692,0.35502864497135506
distributed_minus_organic,toward_push_share,model,gemma4:e4b,16,0.005208333333333333,0.0,-0.010416666666666666,0.020833333333333332,2,1,13,1.0,1.0
distributed_minus_organic,toward_push_share,model,granite4:3b,16,-0.03125,0.0,-0.078125,0.010416666666666668,3,5,8,0.7265625,0.3046875
distributed_minus_organic,toward_push_share,model,ministral-3:8b,16,-0.03125,0.0,-0.06770833333333334,0.005208333333333337,3,7,6,0.34375,0.216796875
distributed_minus_organic,toward_push_share,model,qwen3.5:4b,16,0.015625,0.0,-0.020833333333333336,0.05729166666666666,5,4,7,1.0,0.6171875
distributed_minus_organic,toward_push_share,topic,ai_labels,16,0.0,0.0,-0.03125,0.026041666666666668,3,2,11,1.0,1.0
distributed_minus_organic,toward_push_share,topic,chronological_default,16,0.005208333333333335,0.0,-0.026041666666666668,0.04166666666666667,4,4,8,1.0,1.0
distributed_minus_organic,toward_push_share,topic,identity_verification,16,-0.026041666666666664,0.0,-0.078125,0.020833333333333336,4,7,5,0.548828125,0.4423828125
distributed_minus_organic,toward_push_share,topic,political_ad_targeting,16,-0.020833333333333336,0.0,-0.057291666666666664,0.010416666666666664,2,4,10,0.6875,0.40625
distributed_minus_organic,opposite_side_survival,overall,all,64,-8.673617379884035e-19,0.0,-0.02864583333333333,0.026041666666666664,8,6,50,0.79052734375,1.0
distributed_minus_organic,opposite_side_survival,model,gemma4:e4b,16,-0.010416666666666664,0.0,-0.031249999999999993,0.0,0,1,15,1.0,1.0
distributed_minus_organic,opposite_side_survival,model,granite4:3b,16,0.031249999999999993,0.0,0.0,0.062499999999999986,3,0,13,0.25,0.25
distributed_minus_organic,opposite_side_survival,model,ministral-3:8b,16,0.0,0.0,-0.031249999999999993,0.031249999999999993,1,1,14,1.0,1.0
distributed_minus_organic,opposite_side_survival,model,qwen3.5:4b,16,-0.02083333333333333,0.0,-0.11458333333333334,0.07291666666666666,4,4,8,1.0,0.84375
distributed_minus_organic,opposite_side_survival,topic,ai_labels,16,0.0,0.0,-0.031249999999999993,0.031249999999999993,1,1,14,1.0,1.0
distributed_minus_organic,opposite_side_survival,topic,chronological_default,16,0.0,0.0,-0.031249999999999993,0.031249999999999993,1,1,14,1.0,1.0
distributed_minus_organic,opposite_side_survival,topic,identity_verification,16,0.0,0.0,-0.09375,0.08333333333333333,4,3,9,1.0,1.0
distributed_minus_organic,opposite_side_survival,topic,political_ad_targeting,16,-3.469446951953614e-18,0.0,-0.052083333333333336,0.04166666666666666,2,1,13,1.0,1.0
distributed_minus_organic,majority_capture,overall,all,64,0.03125,0.0,-0.0625,0.125,6,4,54,0.75390625,0.75390625
distributed_minus_organic,majority_capture,model,gemma4:e4b,16,0.0625,0.0,0.0,0.1875,1,0,15,1.0,1.0
distributed_minus_organic,majority_capture,model,granite4:3b,16,-0.125,0.0,-0.3125,0.0,0,2,14,0.5,0.5
distributed_minus_organic,majority_capture,model,ministral-3:8b,16,0.0,0.0,-0.1875,0.1875,1,1,14,1.0,1.0
distributed_minus_organic,majority_capture,model,qwen3.5:4b,16,0.1875,0.0,-0.0625,0.4375,4,1,11,0.375,0.375
distributed_minus_organic,majority_capture,topic,ai_labels,16,0.0,0.0,-0.1875,0.1875,1,1,14,1.0,1.0
distributed_minus_organic,majority_capture,topic,chronological_default,16,0.125,0.0,0.0,0.3125,2,0,14,0.5,0.5
distributed_minus_organic,majority_capture,topic,identity_verification,16,0.0625,0.0,-0.125,0.25,2,1,13,1.0,1.0
distributed_minus_organic,majority_capture,topic,political_ad_targeting,16,-0.0625,0.0,-0.25,0.125,1,2,13,1.0,1.0
distributed_minus_organic,final_honest_pairwise_similarity,overall,all,64,-0.0035914269214074304,-0.0017503097648853515,-0.006473399635134263,-0.0007707115230112804,29,35,0,0.5323087760278421,0.016212983787016213
distributed_minus_organic,final_honest_pairwise_similarity,model,gemma4:e4b,16,0.0031083899822972614,0.0018137859673132035,-0.0006498263847028517,0.007234416694798483,10,6,0,0.454498291015625,0.15704345703125
distributed_minus_organic,final_honest_pairwise_similarity,model,granite4:3b,16,-0.005382601881277088,-0.0012624277541753888,-0.01264731460748848,0.001374029468037463,7,9,0,0.803619384765625,0.1690673828125
distributed_minus_organic,final_honest_pairwise_similarity,model,ministral-3:8b,16,-0.0017542183818746403,-0.00030435007416101424,-0.005835132837680837,0.0021721035114445927,8,8,0,1.0,0.41497802734375
distributed_minus_organic,final_honest_pairwise_similarity,model,qwen3.5:4b,16,-0.010337277404775256,-0.011705969908531101,-0.015203581008374305,-0.005392597225746917,4,12,0,0.076812744140625,0.001800537109375
distributed_minus_organic,final_honest_pairwise_similarity,topic,ai_labels,16,-0.0017718220036301786,-0.0008936336491100691,-0.007473477532553977,0.003927964043043636,8,8,0,1.0,0.570281982421875
distributed_minus_organic,final_honest_pairwise_similarity,topic,chronological_default,16,-0.005054805819573136,-0.0019651866226091524,-0.01201948568581261,0.0012544384413424269,7,9,0,0.803619384765625,0.17218017578125
distributed_minus_organic,final_honest_pairwise_similarity,topic,identity_verification,16,-0.002788274024159465,-0.0022669013371992685,-0.0071673546129000735,0.0014495263502888375,6,10,0,0.454498291015625,0.24359130859375
distributed_minus_organic,final_honest_pairwise_similarity,topic,political_ad_targeting,16,-0.0047508058382669405,-0.0008809752364240236,-0.010469361312178358,0.000476934676938983,8,8,0,1.0,0.12615966796875
